MEMBERSHIP BY GRADE/RACE/GENDER BY SCHOOL,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/20/14",,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed.  Data for groups less than 10 are displayed with an asterisk (*).  
Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,
District #,District,School #,School ,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female Total,Male Total,Total
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,1, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,2, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,3, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,4, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,5, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,6,231,25,122,26, ,2,13,190,229,419
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,7,235,23,125,27,1,1,24,212,224,436
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,8,244,22,124,28, ,2,16,221,215,436
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,9, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,10, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,11, , , , , , , , , , 
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,12, , , , , , , , , , 
06,BROWARD,2571,SCHOOL TOTALS,TOTAL,710,70,371,81,1,5,53,623,668,"1,291"
06,BROWARD,2611,BAIR MIDDLE SCHOOL,PK, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,KG, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,1, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,2, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,3, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,4, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,5, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,6,44,151,50,6, ,1,7,129,130,259
06,BROWARD,2611,BAIR MIDDLE SCHOOL,7,40,194,70,17, ,2,22,161,184,345
06,BROWARD,2611,BAIR MIDDLE SCHOOL,8,30,180,58,9, ,5,9,124,167,291
06,BROWARD,2611,BAIR MIDDLE SCHOOL,9, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,10, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,11, , , , , , , , , , 
06,BROWARD,2611,BAIR MIDDLE SCHOOL,12, , , , , , , , , , 
06,BROWARD,2611,SCHOOL TOTALS,TOTAL,114,525,178,32, ,8,38,414,481,895
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,PK,5,5,6, , , , ,5,11,16
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,KG,30,49,29,3,1, ,2,54,60,114
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,1,31,55,59,1,1, ,4,65,86,151
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,2,26,51,47,4, , ,6,62,72,134
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,3,35,55,47,3,1, ,4,74,71,145
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,4,35,56,37,6, , ,5,70,69,139
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,5,33,57,47,1, ,1,7,71,75,146
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2621,SCHOOL TOTALS,TOTAL,195,328,272,18,3,1,28,401,444,845
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,PK,6,12,21,1, , ,1,11,30,41
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,KG,16,35,22,1, , ,3,40,37,77
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,1,15,36,40,3, , ,5,47,52,99
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,2,21,23,34,5, ,1,9,54,39,93
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,3,15,34,47,5,1, , ,44,58,102
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,4,18,41,34,5, , ,2,53,47,100
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,5,14,24,40,6, , ,2,42,44,86
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2631,SCHOOL TOTALS,TOTAL,105,205,238,26,1,1,22,291,307,598
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,KG,59,27,56,13, ,1,5,74,87,161
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,1,71,26,80,14, , ,8,111,88,199
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,2,76,17,57,7, , ,6,89,74,163
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,3,76,26,63,9, ,1,9,80,104,184
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,4,88,29,52,14, , ,3,101,85,186
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,5,75,25,47,6,1,1,11,83,83,166
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2641,SCHOOL TOTALS,TOTAL,449,150,355,63,1,3,42,539,524,"1,063"
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,PK, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,KG,13,16,42,5, , ,2,40,38,78
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,1,23,14,67,2,1, ,1,40,68,108
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,2,13,17,66,3, , ,2,46,55,101
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,3,15,20,56,3, , , ,45,49,94
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,4,18,12,46,3, , ,2,34,47,81
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,5,13,15,52,2, , ,3,44,41,85
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,6, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,7, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,8, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,9, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,10, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,11, , , , , , , , , , 
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,12, , , , , , , , , , 
06,BROWARD,2661,SCHOOL TOTALS,TOTAL,95,94,329,18,1, ,10,249,298,547
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,PK,3,3,6,1,1, , ,3,11,14
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,KG,39,29,19,4, , ,5,45,51,96
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,1,31,33,47,8, , ,3,61,61,122
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,2,36,33,27,7,1,2,7,50,63,113
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,3,30,29,25,4, , ,5,41,52,93
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,4,35,34,24,3,1, ,3,40,60,100
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,5,23,36,22, , , ,4,35,50,85
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2671,SCHOOL TOTALS,TOTAL,197,197,170,27,3,2,27,275,348,623
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,PK,*,*,*,*,*,*,*,*,*,*
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,KG,64,28,43,15, , ,9,60,99,159
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,1,61,46,62,13, ,1,8,95,96,191
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,2,96,39,57,18,1, ,4,114,101,215
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,3,85,48,46,16, , ,8,95,108,203
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,4,96,44,68,14, ,1,7,103,127,230
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,5,85,44,58,12,1,3,6,101,108,209
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2681,SCHOOL TOTALS,TOTAL,487,250,334,88,2,5,42,569,639,"1,208"
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,PK,3,48,14, , , ,1,25,41,66
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,KG,4,48,10, , , ,1,42,21,63
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,1,1,48,9, , , ,3,33,28,61
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,2,2,52,12,2, , , ,35,33,68
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,3,4,55,15,1, , ,1,37,39,76
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,4,5,50,8, ,1, ,2,32,34,66
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,5,1,58,16,1, , ,1,35,42,77
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2691,MORROW ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2691,SCHOOL TOTALS,TOTAL,20,359,84,4,1, ,9,239,238,477
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,PK, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,KG, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,1, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,2, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,3, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,4, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,5, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,6,139,89,113,13,1,1,17,197,176,373
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,7,136,123,119,14, ,2,12,202,204,406
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,8,131,110,117,13, ,2,11,189,195,384
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,9, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,10, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,11, , , , , , , , , , 
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,12, , , , , , , , , , 
06,BROWARD,2711,SCHOOL TOTALS,TOTAL,406,322,349,40,1,5,40,588,575,"1,163"
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,PK,9,12,10, , , ,1,9,23,32
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,KG,35,31,34,6, , ,3,52,57,109
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,1,44,42,37,2, , ,4,60,69,129
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,2,49,27,34,5, , ,4,64,55,119
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,3,42,32,44,1, , ,6,67,58,125
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,4,36,47,47,3, ,2,7,74,68,142
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,5,46,36,34,6, , ,9,61,70,131
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2721,SCHOOL TOTALS,TOTAL,261,227,240,23, ,2,34,387,400,787
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,PK,11,10,12,2, , ,3,7,31,38
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,KG,32,24,46,4, , ,3,41,68,109
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,1,29,34,42,3,1, ,6,52,63,115
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,2,37,20,38,4, , ,3,42,60,102
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,3,41,31,42,5, , ,2,62,59,121
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,4,42,37,31,6, , ,2,60,58,118
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,5,39,30,35,6, , ,3,67,46,113
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2741,SCHOOL TOTALS,TOTAL,231,186,246,30,1, ,22,331,385,716
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,PK, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,KG, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,1, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,2, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,3, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,4, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,5, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,6, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,7, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,8, , , , , , , , , , 
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,9,246,246,240,29,1,1,34,370,427,797
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,10,269,265,261,19, ,3,27,413,431,844
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,11,253,200,237,37, ,1,21,386,363,749
06,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,12,277,189,207,29,1,1,10,340,374,714
06,BROWARD,2751,SCHOOL TOTALS,TOTAL,"1,045",900,945,114,2,6,92,"1,509","1,595","3,104"
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,PK,2,4,13, , , ,1,7,13,20
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,KG,45,18,60,1, , ,3,53,74,127
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,1,35,23,51,3, ,2,4,58,60,118
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,2,28,27,77,1, , ,3,69,67,136
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,3,46,17,54,4, , ,2,49,74,123
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,4,40,16,55,3, , ,3,56,61,117
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,5,38,19,52,6, , ,3,52,66,118
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2801,SCHOOL TOTALS,TOTAL,234,124,362,18, ,2,19,344,415,759
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,PK,5,13,13, , , ,1,9,23,32
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,KG,3,74,16,1, , ,2,47,49,96
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,1,1,71,22,1, , , ,54,41,95
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,2,2,72,28,1, , ,3,52,54,106
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,3,4,75,19, , , ,4,43,59,102
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,4,7,76,21,1, ,1,2,48,60,108
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,5,6,71,15,2, ,2,3,49,50,99
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2811,SCHOOL TOTALS,TOTAL,28,452,134,6, ,3,15,302,336,638
06,BROWARD,2831,WESTERN HIGH SCHOOL,PK, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,KG, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,1, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,2, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,3, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,4, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,5, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,6, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,7, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,8, , , , , , , , , , 
06,BROWARD,2831,WESTERN HIGH SCHOOL,9,352,64,335,24,1,5,24,394,411,805
06,BROWARD,2831,WESTERN HIGH SCHOOL,10,392,43,308,27, ,6,19,405,390,795
06,BROWARD,2831,WESTERN HIGH SCHOOL,11,384,43,299,27, ,4,12,375,394,769
06,BROWARD,2831,WESTERN HIGH SCHOOL,12,390,58,270,36, ,2,8,380,384,764
06,BROWARD,2831,SCHOOL TOTALS,TOTAL,"1,518",208,"1,212",114,1,17,63,"1,554","1,579","3,133"
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,PK,19,4,23, , , ,2,13,35,48
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,KG,42,4,22,2, ,1,1,35,37,72
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,1,48,4,28,1,1, ,1,32,51,83
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,2,43,6,28,3, , ,4,34,50,84
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,3,57,6,20,5,1, ,2,41,50,91
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,4,47,3,27,3, , ,5,39,46,85
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,5,46,7,31,3, ,1,5,34,59,93
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2851,SCHOOL TOTALS,TOTAL,302,34,179,17,2,2,20,228,328,556
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,PK,6,16,14,1, , ,1,13,25,38
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,KG,10,27,21,2, , ,1,30,31,61
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,1,11,39,41,3, , ,2,51,45,96
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,2,12,36,49,5, ,1,2,51,54,105
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,3,8,34,44,4, , ,1,44,47,91
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,4,18,30,42,3,1, ,2,46,50,96
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,5,5,20,27,5, , ,1,25,33,58
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,6, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,7, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,8, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,9, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,10, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,11, , , , , , , , , , 
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,12, , , , , , , , , , 
06,BROWARD,2861,SCHOOL TOTALS,TOTAL,70,202,238,23,1,1,10,260,285,545
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,PK, , , , , , , , , , 
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,KG,2,113,27,5, , ,2,69,80,149
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,1,6,88,26,2, , ,2,66,58,124
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,2,4,117,31,3, , ,2,67,90,157
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,3,2,98,34,5, , ,5,71,73,144
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,4,5,104,31,2, , ,3,77,68,145
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,5,4,92,29,4, , ,3,62,70,132
06,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,6, , , , , , , , , , 
