MEMBERSHIP BY GRADE BY SCHOOL,,,,,,,,,,,,,,,,,,
"SCHOOL YEAR 2014-15, SURVEY 2 as of 12/21/14",,,,,,,,,,,,,,,,,,
SCHOOL TOTALS,,,,,,,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the 
performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).  Blank cells indicate no population for that subgroup.",,,,,,,,,,,,,,,,,,
13,DADE,3029,DORAL ACADEMY OF TECHNOLOGY, , , , , , , ,56,67,63, , , , ,186
13,DADE,3030,DORAL ACADEMY, ,152,232,227,200,177,155, , , , , , , ,"1,143"
13,DADE,3032,PALM GLADES PREPARATORY ACADEM, , , , , , , ,97,131,178, , , , ,406
13,DADE,3033,SOMERSET OAKS ACADEMY, ,67,42,63,52,42,21,8, , , , , , ,295
13,DADE,3034,BRIDGEPREP ACADEMY OF VILLAGE, ,28,38,49,42,16,12, , , , , , , ,185
13,DADE,3035,RAMZ ACADEMY K-5 MIAMI CAMPUS, ,45,39,41,38,21,22, , , , , , , ,206
13,DADE,3041,LORAH PARK ELEMENTARY SCHOOL,20,77,83,84,73,84,61, , , , , , , ,482
13,DADE,3051,TOUSSAINT L'OUVERTURE ELEM.,18,68,73,64,85,61,65, , , , , , , ,434
13,DADE,3061,LUDLAM ELEMENTARY SCHOOL,14,65,75,66,64,59,58, , , , , , , ,401
13,DADE,3100,MATER ACADEMY EAST CHARTER, ,114,143,137,100,73,67, , , , , , , ,634
13,DADE,3101,FRANK CRAWFORD MARTIN K-8 CENT,20,111,128,127,138,119,153,128,132,117, , , , ,"1,173"
13,DADE,3111,WESLEY MATTHEWS ELEM. SCHOOL,39,60,88,95,79,77,85, , , , , , , ,523
13,DADE,3141,MEADOWLANE ELEMENTARY SCHOOL,19,109,136,152,162,168,179, , , , , , , ,925
13,DADE,3181,MELROSE ELEMENTARY SCHOOL,246,73,86,78,90,84,90, , , , , , , ,747
13,DADE,3191,ADA MERRITT K-8 CENTER, ,71,74,95,81,80,82,75,78,91, , , , ,727
13,DADE,3241,MIAMI GARDENS ELEMENTARY SCHL,33,56,40,41,50,39,29, , , , , , , ,288
13,DADE,3261,MIAMI HEIGHTS ELEMENTARY SCHL,93,125,191,174,183,143,173, , , , , , , ,"1,082"
13,DADE,3281,MIAMI LAKES K-8 CENTER,20,117,160,149,159,138,141,180,166,154, , , , ,"1,384"
13,DADE,3301,MIAMI PARK ELEMENTARY SCHOOL,57,43,42,58,60,48,43, , , , , , , ,351
13,DADE,3341,MIAMI SHORES ELEMENTARY SCHOOL,18,95,138,130,174,109,135, , , , , , , ,799
13,DADE,3381,MIAMI SPRINGS ELEMENTARY SCHL,31,53,81,65,74,70,83, , , , , , , ,457
13,DADE,3421,MARCUS A. MILAM K-8 CENTER,20,67,83,109,81,81,111,105,108,148, , , , ,913
13,DADE,3431,PHYLLIS R. MILLER ELEM. SCHOOL,51,104,107,124,95,95,112, , , , , , , ,688
13,DADE,3501,MORNINGSIDE K-8 ACADEMY,31,77,60,64,73,65,42,57,40,23, , , , ,532
13,DADE,3541,ROBERT RUSSA MOTON ELEMENTARY,23,71,63,69,64,43,26, , , , , , , ,359
13,DADE,3581,MYRTLE GROVE K-8 CENTER,39,84,77,68,72,61,60,67,70,44, , , , ,642
13,DADE,3600,DOWNTOWN MIAMI CHARTER SCHOOL, ,108,102,98,90,98,89,70, , , , , , ,655
13,DADE,3610,KEYS GATE CHARTER SCHOOL, ,204,220,222,264,264,273,272,291,283, , , , ,"2,293"
13,DADE,3621,COCONUT PALM K-8 ACADEMY, ,157,188,172,167,178,158,154,129,116, , , , ,"1,419"
13,DADE,3661,NATURAL BRIDGE ELEMENTARY SCHL,67,124,114,97,104,101,77, , , , , , , ,684
13,DADE,3701,NORLAND ELEMENTARY SCHOOL,43,115,111,99,103,90,91, , , , , , , ,652
13,DADE,3741,NORTH BEACH ELEMENTARY SCHOOL,38,168,185,166,169,168,174, , , , , , , ,"1,068"
13,DADE,3781,BARBARA HAWKINS ELEM. SCHOOL,19,49,60,52,56,45,54, , , , , , , ,335
13,DADE,3821,NORTH COUNTY K-8 CENTER,20,56,55,48,50,53,48,43,35,33, , , , ,441
13,DADE,3861,NORTH GLADE ELEMENTARY SCHOOL,29,44,60,60,50,56,52, , , , , , , ,351
13,DADE,3901,NORTH HIALEAH ELEMENTARY SCHL,19,54,77,93,110,103,95, , , , , , , ,551
13,DADE,3941,NORTH MIAMI ELEMENTARY SCHOOL,75,94,83,70,94,74,67, , , , , , , ,557
13,DADE,3981,NORTH TWIN LAKES ELEMENTARY  S,53,77,78,80,95,71,80, , , , , , , ,534
13,DADE,4000,MIAMI CHILDREN'S MUSEUM CHARTE, ,36,58,61,50,50,51, , , , , , , ,306
13,DADE,4001,NORWOOD ELEMENTARY SCHOOL,31,78,75,87,101,98,71, , , , , , , ,541
13,DADE,4002,BEACON COLLEGE PREPARATORY, ,51,30,25, , , , , , , , , , ,106
13,DADE,4012,SOMERSET ACADEMY AT SILVER PAL, ,145,152,135,89,74,72, , , , , , , ,667
13,DADE,4021,OAK GROVE ELEMENTARY SCHOOL,34,99,88,102,101,82,82,33, , , , , , ,621
13,DADE,4031,GATEWAY ENVIRONMENTAL K-8 LEAR,36,212,257,243,254,210,174,176,146,146, , , , ,"1,854"
13,DADE,4061,OJUS ELEMENTARY SCHOOL, ,128,154,160,168,134,145, , , , , , , ,889
13,DADE,4070,EARLY BEGINNINGS ACADEMY CIVIC,88,21,17,18, , , , , , , , , , ,144
13,DADE,4071,AGENORIA S PASCHAL/OLINDA ELEM,33,61,70,66,73,66,59, , , , , , , ,428
13,DADE,4081,PRIMARY LEARNING CENTER,69,72,71,70,54,43,22, , , , , , , ,401
13,DADE,4091,OLYMPIA HEIGHTS ELEM. SCHOOL,19,82,89,82,86,95,73, , , , , , , ,526
13,DADE,4121,DR. ROBERT B. INGRAM/OPA-LOCKA,19,68,65,70,71,47,49, , , , , , , ,389
13,DADE,4171,ORCHARD VILLA ELEMENTARY SCHL,44,69,74,74,57,52,48, , , , , , , ,418
13,DADE,4221,PALMETTO ELEMENTARY SCHOOL,42,79,92,89,122,99,119, , , , , , , ,642
13,DADE,4241,PALM LAKES ELEMENTARY SCHOOL,43,93,94,107,155,124,137, , , , , , , ,753
13,DADE,4261,PALM SPRINGS ELEMENTARY SCHOOL,39,81,92,101,133,110,123, , , , , , , ,679
13,DADE,4281,PALM SPRINGS NORTH ELEMENTARY,35,161,158,188,147,164,168, , , , , , , ,"1,021"
13,DADE,4301,PARKVIEW ELEMENTARY SCHOOL,36,56,45,57,57,36,54, , , , , , , ,341
13,DADE,4341,PARKWAY ELEMENTARY SCHOOL,18,72,60,64,60,51,44, , , , , , , ,369
13,DADE,4381,DR. HENRY E. PERRINE ACADEMY O, ,101,118,100,155,146,137, , , , , , , ,757
13,DADE,4391,IRVING & BEATRICE PESKOE K-8 C,22,95,116,114,105,98,75,71,61,43, , , , ,800
13,DADE,4401,KELSEY L. PHARR ELEMENTARY SCH,21,50,46,39,53,42,44, , , , , , , ,295
13,DADE,4421,PINECREST ELEMENTARY SCHOOL,58,122,182,163,170,164,183, , , , , , , ,"1,042"
13,DADE,4441,PINE LAKE ELEMENTARY SCHOOL,32,49,50,59,49,62,62, , , , , , , ,363
13,DADE,4461,PINE VILLA ELEMENTARY SCHOOL,146,37,51,42,44,35,33, , , , , , , ,388
13,DADE,4491,HENRY E.S. REEVES ELEM. SCHOOL, ,117,121,113,169,108,113, , , , , , , ,741
13,DADE,4501,POINCIANA PARK ELEMENTARY SCHL,57,56,71,74,73,50,56, , , , , , , ,437
13,DADE,4511,DR. GILBERT L. PORTER ELEM.,55,111,122,130,128,121,135, , , , , , , ,802
13,DADE,4541,RAINBOW PARK ELEMENTARY SCHOOL,18,61,60,65,74,63,63, , , , , , , ,404
13,DADE,4581,REDLAND ELEMENTARY SCHOOL,19,120,133,143,169,139,126, , , , , , , ,849
13,DADE,4611,REDONDO ELEMENTARY SCHOOL,42,164,156,164,160, , , , , , , , , ,686
13,DADE,4634,PINECREST PALM ACADEMY, , ,18, , , , , , , , , , , ,18
13,DADE,4651,ETHEL F. BECKFORD/RICHMOND ELE,50,37,37,27,41,35,20, , , , , , , ,247
13,DADE,4681,RIVERSIDE ELEM.COMMUN.SCHL.,37,222,227,227,234,186,239, , , , , , , ,"1,372"
13,DADE,4691,JANE S. ROBERTS K-8 CENTER,57,86,97,94,82,84,76,96,106,83, , , , ,861
13,DADE,4721,ROCKWAY ELEMENTARY SCHOOL,19,59,77,69,61,64,67, , , , , , , ,416
13,DADE,4741,ROYAL GREEN ELEMENTARY SCHOOL,20,78,87,99,103,76,93, , , , , , , ,556
13,DADE,4761,ROYAL PALM ELEMENTARY SCHOOL,33,102,95,90,79,84,88, , , , , , , ,571
13,DADE,4801,GERTRUDE K. EDLEMAN/SABAL PALM,85,97,97,108,131,104,79, , , , , , , ,701
13,DADE,4841,SANTA CLARA ELEMENTARY SCHOOL,20,94,108,98,98,82,97, , , , , , , ,597
13,DADE,4881,SCOTT LAKE ELEMENTARY SCHOOL,58,67,73,84,85,66,81, , , , , , , ,514
13,DADE,4921,SEMINOLE ELEMENTARY SCHOOL,19,95,108,110,82,75,108, , , , , , , ,597
13,DADE,4961,SHADOWLAWN ELEMENTARY SCHOOL,18,46,59,62,53,44,49, , , , , , , ,331
13,DADE,5001,SHENANDOAH ELEMENTARY SCHOOL,39,142,143,166,180,173,158, , , , , , , ,"1,001"
13,DADE,5003,SOUTH DADE MIDDLE SCHOOL, , , , , ,218,193,226,248,235, , , , ,"1,120"
13,DADE,5005,DAVID LAWRENCE JR. K-8 CENTER,20,173,164,193,211,178,191,186,185,193, , , , ,"1,694"
13,DADE,5006,EVERGLADES PREPARATORY ACADEMY, , , , , , , ,149,175,232, , , , ,556
13,DADE,5007,LINCOLN-MARTI CHARTER SCHOOL H, ,35,45,45,51,41,44,36,34,25, , , , ,356
13,DADE,5008,SOMERSET GABLES ACADEMY, ,123,107,113,25,21,17,5, , , , , , ,411
13,DADE,5010,OXFORD ACADEMY OF MIAMI, ,17,12,13,24,19,18,5,9,10, , , , ,127
13,DADE,5020,BRIDGEPREP ACADEMY INTERAMERIC, ,42,37,33,20,16,14,9, , , , , , ,171
13,DADE,5021,BEN SHEPPARD ELEMENTARY SCHOOL,69,132,138,174,159,165,164, , , , , , , ,"1,001"
13,DADE,5022,BEN GAMLA CHARTER SCHOOL, ,39,37,39,44,33,20,12,10,15, , , , ,249
13,DADE,5025,LINCOLN-MARTI CHARTER SCHOOL L, ,101,107,123,87,63,76,84,63,63, , , , ,767
13,DADE,5029,EXCELSIOR LANGUAGE ACADEMY OF, ,14,35,26,17,17,27,50,47,12, , , , ,245
13,DADE,5032,EXCELSIOR CHARTER ACADEMY, ,27,25,32,27,23,22,32,26,35,14, , , ,263
13,DADE,5041,SILVER BLUFF ELEMENTARY SCHOOL,39,86,97,92,99,89,75, , , , , , , ,577
13,DADE,5043,LINCOLN-MARTI SCHOOLS INTERNAT, ,77,60,57,54,42,38,9, , , , , , ,337
13,DADE,5044,ACADEMY FOR INTERNATIONAL EDUC, ,37,38,51,51,43,46,53,46,45, , , , ,410
13,DADE,5045,MATER GROVE ACADEMY, ,19,22,20,20,21,20,19,20,20, , , , ,181
13,DADE,5046,MATER BRICKELL PREPARATORY ACA, ,18,18,21,19,20,20,20,19,19, , , , ,174
13,DADE,5047,MATER ACADEMY MIAMI BEACH, ,74,77,75,74,40,41,63,48,42, , , , ,534
13,DADE,5048,PINECREST ACADEMY (NORTH CAMPU, ,77,76,76,76,69,68, , , , , , , ,442
13,DADE,5049,PINECREST COVE ACADEMY, ,60,84,127,120,74,74,71,45,75, , , , ,730
13,DADE,5051,ERNEST R. GRAHAM K-8 ACADEMY,20,146,148,171,194,186,227,128,117,125, , , , ,"1,462"
13,DADE,5054,MATER ACADEMY AT MOUNT SINAI, ,47,40,21,18,14,10, , , , , , , ,150
13,DADE,5061,DR. CARLOS J. FINLAY ELEM.,56,103,88,74,78,72,66, , , , , , , ,537
13,DADE,5062,SOMERSET ACADEMY BAY, ,56,56,53,42,20,20, , , , , , , ,247
13,DADE,5081,SKYWAY ELEMENTARY SCHOOL,21,63,49,57,66,61,56, , , , , , , ,373
13,DADE,5091,SOUTH POINTE ELEMENTARY SCHOOL,38,88,92,87,102,86,80, , , , , , , ,573
13,DADE,5101,JOHN I. SMITH K-8 CENTER,44,197,163,197,186,201,193,152,136,118, , , , ,"1,587"
13,DADE,5121,SNAPPER CREEK ELEMENTARY SCHL,19,73,81,82,93,71,101, , , , , , , ,520
13,DADE,5131,N DADE CENTER FOR MODERN LANGU, , ,65,93,76,92,70, , , , , , , ,396
13,DADE,5141,HUBERT O. SIBLEY K-8 ACADEMY,20,76,76,107,111,85,82,76,110,93, , , , ,836
13,DADE,5201,SOUTH HIALEAH ELEMENTARY SCHOO,69,140,168,179,194,188,193, , , , , , , ,"1,131"
13,DADE,5241,SOUTH MIAMI K-8 CENTER,3,81,65,70,134,126,152,76,66,74, , , , ,847
13,DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,20,121,118,110,132,83,102, , , , , , , ,686
13,DADE,5321,SOUTHSIDE ELEMENTARY SCHOOL,37,120,156,142,132,146,108, , , , , , , ,841
13,DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,33,54,78,60,69,72,72, , , , , , , ,438
13,DADE,5381,E.W.F. STIRRUP ELEMENTARY SCHO,50,146,151,136,138,162,127, , , , , , , ,910
13,DADE,5384,IMATER ACADEMY, ,97,99,90,110,76,92, , , , , , , ,564
13,DADE,5401,SUNSET ELEMENTARY SCHOOL,19,74,239,237,216,198,194, , , , , , , ,"1,177"
13,DADE,5410,ALPHA CHARTER OF EXCELLENCE, ,58,77,49,34,27,22, , , , , , , ,267
13,DADE,5421,SUNSET PARK ELEMENTARY SCHOOL,32,95,121,109,109,97,82, , , , , , , ,645
13,DADE,5431,SWEETWATER ELEMENTARY SCHOOL,57,111,121,135,114,129,126, , , , , , , ,793
13,DADE,5441,SYLVANIA HEIGHTS ELEM. SCHOOL,16,71,75,82,84,66,72, , , , , , , ,466
13,DADE,5481,TREASURE ISLAND ELEM. SCHOOL,82,86,100,96,93,70,105, , , , , , , ,632
13,DADE,5521,TROPICAL ELEMENTARY SCHOOL,114,50,40,63,62,62,51, , , , , , , ,442
13,DADE,5561,FRANCES S. TUCKER ELEM. SCHOOL,30,53,69,78,70,53,59, , , , , , , ,412
13,DADE,5601,TWIN LAKES ELEMENTARY SCHOOL,20,61,81,90,90,87,111, , , , , , , ,540
13,DADE,5641,VILLAGE GREEN ELEMENTARY SCHL,28,39,51,49,58,59,63, , , , , , , ,347
13,DADE,5671,VINELAND K-8 CENTER,19,90,99,101,115,104,112,116,98,80, , , , ,934
13,DADE,5711,MAE M. WALTERS ELEMENTARY SCHL,43,79,77,88,86,99,112, , , , , , , ,584
13,DADE,5791,WEST HOMESTEAD K-8 CENTER,19,95,118,124,159,83,90,50,40, , , , , ,778
13,DADE,5831,HENRY S. WEST LABORATORY SCHOO, ,36,61,53,55,63,43, , , , , , , ,311
13,DADE,5861,DR. HENRY W MACK/WEST LITTLE R,16,53,61,48,77,41,64,57,45,45, , , , ,507
13,DADE,5901,CARRIE P. MEEK/WESTVIEW K-8 CE,76,88,78,80,79,48,59,64,64,72, , , , ,708
13,DADE,5931,PHYLLIS WHEATLEY ELEM. SCHOOL,15,47,44,54,50,39,35, , , , , , , ,284
13,DADE,5951,WHISPERING PINES ELEM. SCHOOL,37,93,101,103,82,111,117, , , , , , , ,644
13,DADE,5961,WINSTON PARK K-8 CENTER,20,119,131,143,151,151,151,161,146,161, , , , ,"1,334"
13,DADE,5971,NATHAN B. YOUNG ELEM. SCHOOL,64,63,58,65,55,41,42, , , , , , , ,388
13,DADE,5981,DR. EDWARD L. WHIGHAM ELEM.,111,147,132,117,128,108,119, , , , , , , ,862
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMEN",28,103,108,114,126,126,110, , , , , , , ,715
13,DADE,6001,HERBERT A. AMMONS MIDDLE SCHL, , , , , , , ,416,403,392, , , , ,"1,211"
13,DADE,6003,PINECREST ACADEMY MIDDLE SCHOO, , , , , , , ,22, , , , , , ,22
13,DADE,6004,SOMERSET ACADEMY CHARTER MIDDL, , , , , , , ,71,70,71, , , , ,212
13,DADE,6006,ARCHIMEDEAN MIDDLE CONSERVATOR, , , , , , , ,115,111,103, , , , ,329
13,DADE,6009,MATER EAST ACADEMY MIDDLE SCHO, , , , , , , ,105,127,114, , , , ,346
13,DADE,6010,FLORIDA INTERNATIONAL ACADEMY, , , , , , , ,120,110,99, , , , ,329
13,DADE,6011,ALLAPATTAH MIDDLE SCHOOL, , , , , , , ,160,161,191, , , , ,512
13,DADE,6012,MATER ACADEMY CHARTER MIDDLE, , , , , , , ,445,429,489, , , , ,"1,363"
13,DADE,6013,SOMERSET ACADEMY CHARTER MIDDL, , , , , , , ,65,81,73, , , , ,219
13,DADE,6014,IMATER ACADEMY MIDDLE SCHOOL, , , , , , , ,304,269,206, , , , ,779
13,DADE,6015,SLAM CHARTER MIDDLE SCHOOL, , , , , , , ,193,190,182, , , , ,565
13,DADE,6018,THE SEED SCHOOL OF MIAMI, , , , , , , ,60, , , , , , ,60
13,DADE,6020,ASPIRA RAUL ARNALDO MARTINEZ C, , , , , , , ,185,215,209, , , , ,609
13,DADE,6021,ARVIDA MIDDLE SCHOOL, , , , , , , ,412,508,450, , , , ,"1,370"
13,DADE,6022,PINECREST ACADEMY CHARTER MIDD, , , , , , , ,149,182,201, , , , ,532
13,DADE,6023,ANDOVER MIDDLE SCHOOL, , , , , , , ,243,257,289, , , , ,789
13,DADE,6028,RENAISSANCE MIDDLE CHARTER SCH, , , , , , , ,153,150,152, , , , ,455
13,DADE,6030,DORAL ACADEMY CHARTER MIDDLE S, , , , , , , ,284,479,488, , , , ,"1,251"
13,DADE,6031,BROWNSVILLE MIDDLE SCHOOL, , , , , , , ,216,221,252, , , , ,689
13,DADE,6033,MATER ACADEMY LAKES MIDDLE SCH, , , , , , , ,273,296,264, , , , ,833
13,DADE,6040,DOCTORS CHARTER SCHOOL OF MIAM, , , , , , , ,110,88,88,104,81,65,63,599
13,DADE,6041,PAUL W. BELL MIDDLE SCHOOL, , , , , , , ,127,154,157, , , , ,438
13,DADE,6042,MATER GARDENS ACADEMY MIDDLE S, , , , , , , ,72,76,72, , , , ,220
13,DADE,6043,SOMERSET ACAD CHARTER MIDDLE (, , , , , , , ,36, , , , , , ,36
13,DADE,6045,INTERNATIONAL STUDIES CHARTER, , , , , , , ,95,104,99, , , , ,298
13,DADE,6047,MATER ACAD MIDDLE SCHOOL INTER, , , , , , ,47,50,53,41, , , , ,191
13,DADE,6048,MIAMI COMMUNITY CHARTER MIDDLE, , , , , , , ,97,89,106, , , , ,292
13,DADE,6051,CAROL CITY MIDDLE SCHOOL, , , , , , , ,142,147,161, , , , ,450
13,DADE,6052,ZELDA GLAZER MIDDLE SCHOOL, , , , , , , ,512,398,377,105, , , ,"1,392"
13,DADE,6053,SOMERSET ACADEMY CHARTER MIDDL, , , , , , , ,74,44,33, , , , ,151
13,DADE,6060,ASPIRA LEADERSHIP/COLLEGE PREP, ,54, , , , , ,59,91,122, , , , ,326
13,DADE,6070,ASPIRA ARTS DECO CHARTER, , , , , , , ,162,151,168, , , , ,481
13,DADE,6071,GEORGE WASHINGTON CARVER MIDDL, , , , , , , ,369,313,323, , , , ,"1,005"
13,DADE,6081,CUTLER BAY ACADEMY OF ADVANCED, , , , , , , , , , ,167,128,75, ,370
13,DADE,6082,ACADEMIR CHARTER SCHOOL MIDDLE, , , , , , , ,104,91,25, , , , ,220
13,DADE,6083,JUST ARTS AND MANAGEMENT CHART, , , , , , , ,100, , , , , , ,100
13,DADE,6091,CITRUS GROVE MIDDLE SCHOOL, , , , , , , ,282,316,337, , , , ,935
13,DADE,6111,CUTLER BAY ACADEMY OF ADVANCED, , , , , , , ,356,347,450, , , , ,"1,153"
13,DADE,6121,RUBEN DARIO MIDDLE SCHOOL, , , , , , , ,188,221,245, , , , ,654
13,DADE,6128,SOMERSET ACADEMY BAY MIDDLE SC, , , , , , , ,17,26, , , , , ,43
13,DADE,6161,LAWTON CHILES MIDDLE SCHOOL, , , , , , , ,272,233,166, , , , ,671
13,DADE,6171,HENRY H. FILER MIDDLE SCHOOL, , , , , , , ,278,306,342, , , , ,926
13,DADE,6211,GLADES MIDDLE SCHOOL, , , , , , , ,314,368,429, , , , ,"1,111"
13,DADE,6221,HAMMOCKS MIDDLE SCHOOL, , , , , , , ,306,317,400, , , , ,"1,023"
13,DADE,6231,HIALEAH MIDDLE SCHOOL, , , , , , , ,240,271,311, , , , ,822
13,DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL, , , , , , , ,396,341,440, , , , ,"1,177"
13,DADE,6251,HOMESTEAD MIDDLE SCHOOL, , , , , , , ,215,228,315, , , , ,758
13,DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL, , , , , , , ,83,116,143, , , , ,342
13,DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL, , , , , , , ,396,383,404, , , , ,"1,183"
13,DADE,6331,KINLOCH PARK MIDDLE SCHOOL, , , , , , , ,321,419,436, , , , ,"1,176"
13,DADE,6351,LAKE STEVENS MIDDLE SCHOOL, , , , , , , ,195,213,228, , , , ,636
13,DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL, , , , , , , ,185,205,241, , , , ,631
13,DADE,6391,MADISON MIDDLE SCHOOL, , , , , , , ,154,179,184, , , , ,517
13,DADE,6411,HORACE MANN MIDDLE SCHOOL, , , , , , , ,231,265,244, , , , ,740
13,DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHO, , , , , , , ,308,300,308, , , , ,916
13,DADE,6501,MIAMI LAKES MIDDLE SCHOOL, , , , , , , ,336,388,302, , , , ,"1,026"
13,DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL, , , , , , , ,404,444,468, , , , ,"1,316"
13,DADE,6541,NAUTILUS MIDDLE SCHOOL, , , , , , , ,290,336,351, , , , ,977
13,DADE,6571,NORLAND MIDDLE SCHOOL, , , , , , , ,260,345,319, , , , ,924
13,DADE,6591,NORTH DADE MIDDLE SCHOOL, , , , , , , ,234,215,273, , , , ,722
13,DADE,6611,COUNTRY CLUB MIDDLE SCHOOL, , , , , , , ,241,333,340, , , , ,914
13,DADE,6631,NORTH MIAMI MIDDLE SCHOOL, , , , , , , ,296,324,358, , , , ,978
13,DADE,6681,PALM SPRINGS MIDDLE SCHOOL, , , , , , , ,288,327,455, , , , ,"1,070"
13,DADE,6701,PALMETTO MIDDLE SCHOOL, , , , , , , ,357,357,365, , , , ,"1,079"
13,DADE,6741,PONCE DE LEON MIDDLE SCHOOL, , , , , , , ,387,394,377, , , , ,"1,158"
13,DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL, , , , , , , ,538,582,635, , , , ,"1,755"
13,DADE,6761,REDLAND MIDDLE SCHOOL, , , , , , , ,138,162,185, , , , ,485
13,DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL, , , , , , , ,627,606,681, , , , ,"1,914"
13,DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL, , , , , , , ,208,234,189, , , , ,631
13,DADE,6801,RIVIERA MIDDLE SCHOOL, , , , , , , ,226,216,260, , , , ,702
13,DADE,6821,ROCKWAY MIDDLE SCHOOL, , , , , , , ,325,331,333, , , , ,989
13,DADE,6841,SHENANDOAH MIDDLE SCHOOL, , , , , , , ,431,356,377, , , , ,"1,164"
13,DADE,6861,SOUTHWOOD MIDDLE SCHOOL, , , , , , , ,492,524,426, , , , ,"1,442"
13,DADE,6881,SOUTH MIAMI MIDDLE SCHOOL, , , , , , , ,303,303,337, , , , ,943
13,DADE,6901,W. R. THOMAS MIDDLE SCHOOL, , , , , , , ,346,412,388, , , , ,"1,146"
13,DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHL, , , , , , , ,333,347,394, , , , ,"1,074"
13,DADE,6961,WEST MIAMI MIDDLE SCHOOL, , , , , , , ,271,272,310, , , , ,853
13,DADE,7001,MIAMI-DADE ONLINE ACAD-VIRTUAL, ,21,20,29,23,28,27,31,21,25,24,16,19,17,301
13,DADE,7005,ITECH@THOMAS A EDISON EDUCATIO, , , , , , , , , , ,106, , , ,106
13,DADE,7007,INTERNATIONAL STUDIES CHARTER, , , , , , , , , , ,116,101,94,88,399
13,DADE,7008,BIOTECH@RICHMOND HEIGHTS 9-12, , , , , , , , , , ,134, , , ,134
13,DADE,7009,DORAL PERFORMING ARTS & ENTERT, , , , , , , , , , ,71,85,127,97,380
13,DADE,7011,AMERICAN SENIOR HIGH SCHOOL, , , , , , , , , , ,535,570,551,522,"2,178"
13,DADE,7014,MATER PERFORMING ARTS & ENTERT, , , , , , , , , , ,78,99,99,57,333
13,DADE,7015,STELLAR LEADERSHIP ACADEMY, , , , , , , , , , ,17,53,67,96,233
13,DADE,7016,SPORTS LEADERSHIP OF MIAMI CHA, , , , , , , , , , ,142,122,79,67,410
13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOO, , , , , , , , , , ,341,305,264,248,"1,158"
13,DADE,7020,DORAL ACADEMY CHARTER HIGH SCH, , , , , , , , , , ,464,410,351,323,"1,548"
13,DADE,7021,CENTER FOR INTERNATIONAL EDUCA, , , , , , , , , , ,62, , , ,62
13,DADE,7022,ACADEMY OF ARTS & MINDS, , , , , , , , , , ,62,90,86,93,331
13,DADE,7024,MATER ACADEMY HIGH OF INTERNAT, , , , , , , , , , ,20, , , ,20
13,DADE,7025,MATER ACADEMY HIGH SCHOOL (MIA, , , , , , , , , , ,32, , , ,32
13,DADE,7029,TERRA ENVIRONMENTAL RESEARCH I, , , , , , , , , , ,482,446,456,419,"1,803"
13,DADE,7031,MAST@FIU, , , , , , , , , , ,96,86, , ,182
13,DADE,7032,PALM GLADES PREPARATORY ACADEM, , , , , , , , , , ,104,112,74,26,316
13,DADE,7033,LAW ENFORCEMENT OFFICERS MEMOR, , , , , , , , , , ,132,104,55,87,378
13,DADE,7034,SOMERSET ACADEMY CHARTER HIGH, , , , , , , , , , ,41,23,32,18,114
13,DADE,7037,MATER ACADEMY EAST CHARTER HIG, , , , , , , , , , ,94,102,58,89,343
13,DADE,7038,SOMERSET ACADEMY CHARTER HIGH, , , , , , , , , , ,15,15, , ,30
13,DADE,7041,SCHOOL FOR ADVAN STUDIES-WOLF, , , , , , , , , , , , ,59,57,116
13,DADE,7042,SOMERSET ACADEMY CHARTER HIGH, , , , , , , , , , ,104,85,76,86,351
13,DADE,7048,ALONZO & TRACY MOURNING SENIOR, , , , , , , , , , ,384,389,397,431,"1,601"
13,DADE,7049,WESTLAND HIALEAH SENIOR HIGH S, , , , , , , , , , ,521,538,603,452,"2,114"
13,DADE,7050,KEYS GATE CHARTER HIGH SCHOOL, , , , , , , , , , ,299,357,260,253,"1,169"
13,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH, , , , , , , , , , ,898,962,900,811,"3,571"
13,DADE,7053,PINECREST PREPARATORY ACADEMY, , , , , , , , , , ,139,131,110,97,477
13,DADE,7055,YOUNG WOMENS PREPARATORY ACADE, , , , , , , ,100,76,74,44,48,41,30,413
13,DADE,7056,YOUNG MEN'S PREPARATORY ACADEM, , , , , , , ,44,57,44,11,24,23,21,224
13,DADE,7058,MIAMI COMMUNITY CHARTER HIGH S, , , , , , , , , , ,96,62,57,39,254
13,DADE,7059,MIAMI ARTS CHARTER, , , , , , , ,236,243,211,190,162,107,53,"1,202"
